2.100000,365,0,14,3,1.547909
2.200000,365,0,14,3,509.452087
2.300000,365,3,14,12,1.547909
2.400000,365,3,14,12,509.452087
3.100000,365,0,6,3,251.316513
3.200000,365,0,12,5,259.683472
3.300000,365,3,6,12,251.316513
3.400000,365,3,0,15,259.683472
8.100000,365,0,8,15,332.825104
8.200000,365,0,8,12,178.174896
8.300000,365,3,8,0,332.825104
8.400000,365,3,11,1,178.174896
9.100000,365,0,11,12,133.716507
9.200000,365,0,14,10,377.283508
9.300000,365,3,11,3,133.716507
9.400000,365,3,11,7,377.283508
10.100000,365,0,6,13,78.238548
10.200000,365,0,9,15,432.761444
10.300000,365,3,6,2,78.238548
10.400000,365,3,6,5,432.761444
16.100000,365,0,6,6,196.595261
16.200001,365,0,9,1,314.404724
16.299999,365,3,6,9,196.595261
16.400000,365,3,12,8,314.404724
17.100000,365,0,2,15,3.943335
17.200001,365,0,2,15,507.056671
17.299999,365,3,2,0,3.943335
17.400000,365,3,2,0,507.056671
20.100000,365,0,6,12,312.007111
20.200001,365,0,10,9,198.992889
20.299999,365,3,6,3,312.007111
20.400000,365,3,1,2,198.992889
21.100000,365,0,4,3,340.372284
21.200001,365,0,5,2,170.627716
21.299999,365,3,4,12,340.372284
21.400000,365,3,5,12,170.627716
22.100000,365,0,12,10,232.816391
22.200001,365,0,8,15,278.183594
22.299999,365,3,12,5,232.816391
22.400000,365,3,8,0,278.183594
25.100000,365,0,11,5,327.884186
25.200001,365,0,14,5,183.115814
25.299999,365,3,11,10,327.884186
25.400000,365,3,8,13,183.115814
26.100000,365,0,11,7,160.485260
26.200001,365,0,6,8,350.514740
26.299999,365,3,11,8,160.485260
26.400000,365,3,13,13,350.514740
28.100000,365,0,11,3,1.134878
28.200001,365,0,11,3,509.865112
28.299999,365,3,11,12,1.134878
28.400000,365,3,11,12,509.865112
30.100000,365,0,5,4,199.550110
30.200001,365,0,1,0,311.449890
30.299999,365,3,5,11,199.550110
30.400000,365,3,8,6,311.449890
31.100000,365,0,8,11,155.250046
31.200001,365,0,3,11,355.749939
31.299999,365,3,8,4,155.250046
31.400000,365,3,5,0,355.749939
32.099998,365,0,4,1,340.499908
32.200001,365,0,4,1,170.500092
32.299999,365,3,4,14,340.499908
32.400002,365,3,3,14,170.500092
33.099998,365,0,8,6,59.974136
33.200001,365,0,5,6,451.025879
33.299999,365,3,8,9,59.974136
33.400002,365,3,9,12,451.025879
35.099998,365,0,11,7,1.210052
35.200001,365,0,10,6,509.789948
35.299999,365,3,11,8,1.210052
35.400002,365,3,11,9,509.789948
37.099998,365,0,12,5,153.567749
37.200001,365,0,7,5,357.432251
37.299999,365,3,12,10,153.567749
37.400002,365,3,8,6,357.432251
41.099998,365,0,5,1,306.115936
41.200001,365,0,10,1,204.884064
41.299999,365,3,5,14,306.115936
41.400002,365,3,10,15,204.884064
45.099998,365,0,13,9,332.874664
45.200001,365,0,13,12,178.125336
45.299999,365,3,13,6,332.874664
45.400002,365,3,11,4,178.125336
47.099998,365,0,9,3,268.360352
47.200001,365,0,15,3,242.639648
47.299999,365,3,9,12,268.360352
47.400002,365,3,5,8,242.639648
48.099998,365,0,11,8,233.891068
48.200001,365,0,6,5,277.108948
48.299999,365,3,11,7,233.891068
48.400002,365,3,14,2,277.108948
50.099998,365,0,2,2,24.599644
50.200001,365,0,3,0,486.400360
50.299999,365,3,2,13,24.599644
50.400002,365,3,2,11,486.400360
52.099998,365,0,14,9,226.876007
