0.100000,365,0,8,8,238.721924
0.200000,365,0,14,8,272.278076
0.300000,365,1,7,7,238.721924
0.400000,365,1,13,5,272.278076
1.100000,365,2,7,7,259.502869
1.200000,365,2,13,7,251.497131
1.300000,365,3,8,8,259.502869
1.400000,365,3,5,13,251.497131
2.100000,365,4,8,7,228.449203
2.200000,365,4,14,7,282.550781
2.300000,365,5,7,8,228.449203
2.400000,365,5,10,3,282.550781
