0.100000,365,0,8,8,238.721924
0.200000,365,0,14,8,272.278076
0.300000,365,3,7,7,238.721924
0.400000,365,3,13,5,272.278076
1.100000,365,0,7,7,259.502869
1.200000,365,0,13,7,251.497131
1.300000,365,3,8,8,259.502869
1.400000,365,3,5,13,251.497131
2.100000,365,0,8,7,228.449203
2.200000,365,0,14,7,282.550781
2.300000,365,3,7,8,228.449203
2.400000,365,3,10,3,282.550781
3.100000,365,0,8,8,249.173019
3.200000,365,0,14,8,261.826965
3.300000,365,3,7,7,249.173019
3.400000,365,3,10,1,261.826965
4.100000,365,0,7,8,248.566299
4.200000,365,0,13,8,262.433716
4.300000,365,3,8,7,248.566299
4.400000,365,3,9,1,262.433716
5.100000,365,0,7,7,224.775177
5.200000,365,0,13,7,286.224823
5.300000,365,3,8,8,224.775177
5.400000,365,3,11,3,286.224823
6.100000,365,0,8,7,217.364670
6.200000,365,0,14,7,293.635315
6.300000,365,3,7,8,217.364670
6.400000,365,3,8,2,293.635315
7.100000,365,0,8,8,245.398254
7.200000,365,0,14,8,265.601746
7.300000,365,3,7,7,245.398254
7.400000,365,3,5,12,265.601746
8.100000,365,0,8,7,210.956146
8.200000,365,0,13,7,300.043854
8.300000,365,3,7,8,210.956146
8.400000,365,3,7,14,300.043854
9.100000,365,0,8,8,238.618988
9.200000,365,0,14,8,272.381012
9.300000,365,3,7,7,238.618988
9.400000,365,3,5,13,272.381012
10.100000,365,0,7,8,253.722122
10.200000,365,0,13,8,257.277893
10.300000,365,3,8,7,253.722122
10.400000,365,3,11,2,257.277893
11.100000,365,0,7,7,245.657059
11.200000,365,0,13,7,265.342957
11.300000,365,3,8,8,245.657059
11.400000,365,3,5,3,265.342957
12.100000,365,0,8,8,230.073593
12.200000,365,0,14,8,280.926392
12.300000,365,3,7,7,230.073593
12.400000,365,3,12,9,280.926392
13.100000,365,0,7,7,238.377884
13.200000,365,0,13,7,272.622131
13.300000,365,3,8,8,238.377884
13.400000,365,3,7,14,272.622131
14.100000,365,0,8,7,242.143326
14.200000,365,0,14,7,268.856689
14.300000,365,3,7,8,242.143326
14.400000,365,3,4,2,268.856689
15.100000,365,0,8,7,219.603363
15.200000,365,0,14,7,291.396637
15.300000,365,3,7,8,219.603363
15.400000,365,3,13,6,291.396637
16.100000,365,0,8,7,234.122787
16.200001,365,0,14,7,276.877197
16.299999,365,3,7,8,234.122787
16.400000,365,3,10,14,276.877197
17.100000,365,0,7,8,229.280289
17.200001,365,0,13,8,281.719727
17.299999,365,3,8,7,229.280289
17.400000,365,3,6,13,281.719727
18.100000,365,0,7,8,252.805511
18.200001,365,0,13,8,258.194489
18.299999,365,3,8,7,252.805511
18.400000,365,3,5,2,258.194489
19.100000,365,0,8,8,212.325684
19.200001,365,0,13,8,298.674316
19.299999,365,3,7,7,212.325684
19.400000,365,3,3,10,298.674316
20.100000,365,0,7,8,236.660721
20.200001,365,0,13,8,274.339294
20.299999,365,3,8,7,236.660721
20.400000,365,3,6,1,274.339294
21.100000,365,0,8,8,231.975784
21.200001,365,0,14,8,279.024231
21.299999,365,3,7,7,231.975784
21.400000,365,3,12,4,279.024231
22.100000,365,0,8,7,257.652130
22.200001,365,0,14,7,253.347870
22.299999,365,3,7,8,257.652130
22.400000,365,3,10,2,253.347870
23.100000,365,0,8,7,246.429932
23.200001,365,0,14,7,264.570068
23.299999,365,3,7,8,246.429932
23.400000,365,3,2,5,264.570068
24.100000,365,0,7,8,216.179291
24.200001,365,0,13,8,294.820709
24.299999,365,3,8,7,216.179291
24.400000,365,3,9,2,294.820709
25.100000,365,0,7,7,216.240082
25.200001,365,0,13,7,294.759918
25.299999,365,3,8,8,216.240082
25.400000,365,3,5,3,294.759918
26.100000,365,0,8,7,259.639801
26.200001,365,0,14,7,251.360199
26.299999,365,3,7,8,259.639801
26.400000,365,3,5,14,251.360199
27.100000,365,0,8,7,215.504059
27.200001,365,0,14,7,295.495941
27.299999,365,3,7,8,215.504059
27.400000,365,3,6,13,295.495941
28.100000,365,0,8,8,255.398590
28.200001,365,0,14,8,255.601410
28.299999,365,3,7,7,255.398590
28.400000,365,3,13,5,255.601410
29.100000,365,0,8,8,246.761719
29.200001,365,0,14,8,264.238281
29.299999,365,3,7,7,246.761719
29.400000,365,3,2,5,264.238281
30.100000,365,0,8,8,246.064178
30.200001,365,0,14,8,264.935822
30.299999,365,3,7,7,246.064178
30.400000,365,3,1,9,264.935822
31.100000,365,0,7,8,254.147293
31.200001,365,0,13,8,256.852722
31.299999,365,3,8,7,254.147293
31.400000,365,3,10,13,256.852722
